session_type,start_date_and_time,name,session_nickname,session_status,school_id,participant_count,students_count,legacy_skills_needed,legacy_skills_covered
"Historical, not yet updated",2017-09-08 6:00:00,Ruskin Mad City Money,,Completed,0015f00000JUL8BAAX,16,0,,
"Historical, not yet updated",2013-08-12 6:00:00,Health - 63 students,,Completed,,12,0,,
"Historical, not yet updated",2016-09-27 6:00:00,Holland 1916-cancelled,,Cancelled,,1,0,,
"Historical, not yet updated",2018-02-22 6:00:00,Stowers Institute--cancelled due to snow,,Cancelled,,1,0,,
"Historical, not yet updated",2013-10-30 6:00:00,St. Lukes HSAA Job Shadow Experience,,Completed,,10,0,,
IGNITE,2016-11-03 6:00:00,Martin City IGNITE,,Completed,0015f00000JUL8JAAX,28,0,,
"Historical, not yet updated",2016-04-05 6:00:00,Alta Vista Arrowhead Visit,,Completed,,6,0,,
"Historical, not yet updated",2014-03-11 6:00:00,Cleveland Chiropractic,,Completed,,1,0,,
Employability Skills,2018-05-22 6:00:00,Employability Skills at Alta Vista,,Completed,,7,0,,
"Historical, not yet updated",2012-11-15 6:00:00,Communication Arts and Human Services,,Completed,,11,0,,
"Historical, not yet updated",2016-04-01 6:00:00,Health Sciences Institute MCC,,Completed,,2,0,,
Career Jumping,2016-04-07 6:00:00,Alta Vista Freshmen Career Jumping,,Completed,,24,0,,
Career Jumping,2015-03-06 6:00:00,Central MS Career Jumping,,Completed,,48,0,,
"Historical, not yet updated",2012-12-06 6:00:00,College for a day-Engineering,,Completed,,2,0,,
Career Jumping,2015-08-18 6:00:00,Allen Village Career Jumping,,Completed,,28,0,,
"Historical, not yet updated",2013-11-07 6:00:00,UMKC Business for a Day,,Completed,,3,0,,
"Historical, not yet updated",2017-02-28 6:00:00,Wayside Waifs,,Completed,,1,0,,
"Historical, not yet updated",2014-02-21 6:00:00,Engineering Academy Interview Prep Day,,Completed,,2,0,,
"Historical, not yet updated",2017-11-16 6:00:00,BPU tour,,Completed,,4,0,,
"Historical, not yet updated",2015-04-21 6:00:00,K-State for Bioscience and Engineering,,Completed,,1,0,,
"Historical, not yet updated",2012-10-29 6:00:00,Center to KU Design and Architecture,,Completed,,1,0,,
"Historical, not yet updated",2013-05-02 6:00:00,Paul Dorrell Studio Run,,Completed,,1,0,,
"Historical, not yet updated",2017-12-05 6:00:00,Holland 1916,,Completed,,1,0,,
"Historical, not yet updated",2013-10-01 6:00:00,Penn Valley Health Careers,,Completed,,16,0,,
Career Jumping,2012-08-10 6:00:00,Wyandotte Career Jumping Global,,Completed,0015f00000JUL8YAAX,15,0,,
"Historical, not yet updated",2013-10-31 6:00:00,Freshman CJ - Blue Gym,,Completed,,20,0,,
"Historical, not yet updated",2016-10-18 6:00:00,Holland 1916,,Completed,,3,0,,
"Historical, not yet updated",2016-11-02 6:00:00,Ruskin FAFSA Completion,,Completed,0015f00000JUL8BAAX,3,0,,
"Historical, not yet updated",2012-11-16 6:00:00,Health and Human Services,,Completed,,13,0,,
"Historical, not yet updated",2013-04-12 6:00:00,STEM,,Completed,,17,0,,
"Historical, not yet updated",2016-04-27 6:00:00,BFI Graduation,,Completed,,5,0,,
"Historical, not yet updated",2014-09-08 6:00:00,Cerner Worksite Tour,,Completed,,1,0,,
"Historical, not yet updated",2017-11-09 6:00:00,West Career Speakers,,Completed,0015f00000JUL6uAAH,10,0,,
"Historical, not yet updated",2016-10-28 6:00:00,BLS Training-HealthStart,,Completed,,3,0,,
"Historical, not yet updated",2014-11-06 6:00:00,Urban Planning and Design - UMKC,,Completed,,5,0,,
"Historical, not yet updated",2017-05-23 6:00:00,Alta Vista to Rockhurst,,Completed,,2,0,,
Career Jumping,2014-08-11 6:00:00,FAST - Wyandotte Career Jumping,,Completed,0015f00000JUL8YAAX,6,0,,
"Historical, not yet updated",2015-10-15 6:00:00,Power Plant Tour,,Completed,,1,0,,
"Historical, not yet updated",2016-12-02 6:00:00,Harmon @ Deloitte & Touche,,Completed,0015f00000JUL8ZAAX,1,0,,
IGNITE,2017-05-12 6:00:00,Center MS IGNITE,,Completed,0015f00000JUL9cAAH,22,0,,
Career Jumping,2012-03-23 6:00:00,Paseo Career Jumping,,Completed,0015f00000JU4sMAAT,13,0,,
"Historical, not yet updated",2016-04-20 6:00:00,K-State Olathe Visit,,Completed,,1,0,,
"Historical, not yet updated",2013-06-26 6:00:00,Bioscience College/Career Panel,,Completed,,1,0,,
"Historical, not yet updated",2017-03-31 6:00:00,Washington to KPRS,,Completed,0015f00000JUL8VAAX,2,0,,
"Historical, not yet updated",2012-10-04 6:00:00,KCKPS,,Completed,,3,0,,
"Historical, not yet updated",2014-02-14 6:00:00,Engineering Academy Interview Prep,,Completed,,2,0,,
"Historical, not yet updated",2015-09-18 6:00:00,UMKC Art/Art History,,Completed,,2,0,,
"Historical, not yet updated",2016-02-10 6:00:00,Grandview FAFSA night,,Completed,0015f00000JUL8IAAX,2,0,,
"Historical, not yet updated",2016-03-03 6:00:00,JCCC Culinary,,Completed,,3,0,,
"Historical, not yet updated",2016-04-27 6:00:00,K-State Olathe Visit,,Completed,,1,0,,
Employability Skills,2013-12-05 6:00:00,Employability Skills,,Completed,,17,0,,
"Historical, not yet updated",2014-02-25 6:00:00,Kansas City Start Up Village,,Completed,,2,0,,
Career Jumping,2016-04-14 6:00:00,Washington Career Jumping,,Completed,0015f00000JUL8VAAX,1,0,,
"Historical, not yet updated",2012-11-16 6:00:00,International Business Management,,Completed,,10,0,,
"Historical, not yet updated",2016-01-26 6:00:00,Wayside Waifs Visit,,Completed,,1,0,,
"Historical, not yet updated",2016-06-07 6:00:00,KCKCC Coding Class,,Completed,,1,0,,
"Historical, not yet updated",2013-04-05 6:00:00,KU Tour,,Completed,,1,0,,
IGNITE,2015-04-22 6:00:00,Tech IGNITE (KC TechStart),,Completed,,6,0,,
IGNITE,2015-01-16 6:00:00,Grandview IGNITE follow-up,,Completed,,2,0,,
"Historical, not yet updated",2016-06-10 6:00:00,Shark Tank,,Completed,,2,0,,
"Historical, not yet updated",2016-11-10 6:00:00,Harmon @ KeyPath Education,,Completed,0015f00000JUL8ZAAX,2,0,,
IGNITE,2014-11-19 6:00:00,FL Schlagle GirlsIGNITE,,Completed,0015f00000JUL8bAAH,11,0,,
"Historical, not yet updated",2014-03-27 6:00:00,Raquel Garcia Health III Speaker,,Completed,,1,0,,
"Historical, not yet updated",2016-02-11 6:00:00,Center FAFSA Night,,Completed,0015f00000JUL9cAAH,2,0,,
"Historical, not yet updated",2015-11-19 6:00:00,MU Law Experience,,Completed,,1,0,,
Career Jumping,2016-08-15 6:00:00,Wyandotte HS Career Jumping -Health,,Completed,0015f00000JUL8YAAX,8,0,,
IGNITE,2017-12-06 6:00:00,Hickman Mills IGNITE,,Completed,,2,0,,
"Historical, not yet updated",2015-04-24 6:00:00,Paul Dorrell Studio Run,,Completed,,2,0,,
Career Jumping,2012-04-24 6:00:00,Business Career Jumping,,Completed,,12,0,,
Career Jumping,2018-01-25 6:00:00,East Career Jumping,,Completed,0015f00000JUL8rAAH,29,0,,
"Historical, not yet updated",2016-01-26 6:00:00,College for a Day- Law,,Completed,,1,0,,
"Historical, not yet updated",2014-12-05 6:00:00,School to Work Day Deloitte,,Completed,,3,0,,
Career Jumping,2012-01-25 6:00:00,Health Sciences Career Jumping,,Completed,,14,0,,
"Historical, not yet updated",2016-02-01 6:00:00,Nelson Animation 2,,Completed,,1,0,,
"Historical, not yet updated",2016-10-21 6:00:00,BLS Training-HealthStart,,Completed,,3,0,,
"Historical, not yet updated",2014-11-08 6:00:00,CodeDay,,Completed,,1,0,,
"Historical, not yet updated",2014-10-28 6:00:00,Missouri State for Athletic Training,,Completed,,2,0,,
"Historical, not yet updated",2016-04-15 6:00:00,Schlagle @ Cerner,,Completed,0015f00000JUL8bAAH,8,0,,
"Historical, not yet updated",2015-09-16 6:00:00,Junior Work Shadow,,Completed,,4,0,,
Classroom Speaker,2014-10-21 6:00:00,Marketing Classroom Speaker,,Completed,,1,0,,
"Historical, not yet updated",2012-11-16 6:00:00,Arts and Communications,,Completed,,13,0,,
"Historical, not yet updated",2012-04-27 6:00:00,Nelson,,Completed,,1,0,,
"Historical, not yet updated",2018-03-06 6:00:00,Holland 1916,,Completed,,1,0,,
"Historical, not yet updated",2017-11-07 6:00:00,UMKC AUPD Visit,,Completed,,1,0,,
"Historical, not yet updated",2017-11-15 6:00:00,Allen Village Economic Disasters,,Completed,,2,0,,
Career Jumping,2012-08-10 6:00:00,Wyandotte Career Jumping Business,,Completed,0015f00000JUL8YAAX,13,0,,
"Historical, not yet updated",2013-02-08 6:00:00,Symphony Visit - Rhapsody in Blue,,Completed,,1,0,,
"Historical, not yet updated",2016-03-25 6:00:00,Harmon at Nelson Atkins Tour,,Completed,0015f00000JUL8ZAAX,1,0,,
Career Speaker,2022-04-13 13:45:00,Carl Bruce Middle School 6th Grade Career Speakers - In Person,,Completed,0015f00000JUL8eAAH,15,0,,
Classroom Speaker,2022-04-20 13:45:00,Carl Bruce Middle School 7th Grade Career Speakers - In Person,,Completed,0015f00000JUL8eAAH,15,0,,
Classroom Speaker,2022-03-02 14:15:00,Gloria Willis Middle School Career Speakers 3/2 - In Person,,Completed,0015f00000JUL8cAAH,12,0,,
Classroom activity,2022-03-30 12:45:00,Central Middle School (KCK) Career Speakers 7th Grade - In Person,,Completed,0015f00000JUL8gAAH,14,0,,
Classroom Speaker,2022-04-06 12:45:00,Central Middle School (KCK) Career Speakers 6th Grade - In Person,,Completed,0015f00000JUL8gAAH,16,0,,
Classroom Speaker,2022-05-06 13:25:00,Argentine Middle School Career Speakers 7th Grade - In Person,,Completed,0015f00000JUL8hAAH,11,0,,
Classroom Speaker,2022-05-04 13:15:00,Gloria Willis Middle School Career Speakers 8th Grade  5/4 - In Person,,Completed,0015f00000JUL8cAAH,14,0,,
College Options,2022-05-04 13:30:00,Allen Village College Options,,Cancelled,0015f00000JUL8sAAH,0,0,,
Financial Literacy,2022-04-12 13:45:00,Allen Village Charter School Mad City Money - In Person,,Completed,0015f00000JUL8sAAH,10,0,,
Employability Skills,2022-05-25 13:45:00,Allen Village Charter Schools Mock Interviews - In Person,,Cancelled,0015f00000JUL8sAAH,1,0,,
Career Fair,2022-03-15 16:00:00,Ruskin High School Career Fair - In Person,,Cancelled,0015f00000JUL8BAAX,0,0,,
Career Fair,2022-05-04 13:15:00,Allen Village Career Fair - In Person,,Confirmed,0015f00000JUL8sAAH,19,0,,
Volunteer Orientation,2022-02-25 21:00:00,PREP-KC Virtual Volunteer Orientation 2/25,,Completed,0015f00000JU4qhAAD,4,0,,
Volunteer Orientation,2022-04-12 20:00:00,PREP-KC Virtual DEI Volunteer Orientation 4/12,,Confirmed,0015f00000JU4qhAAD,4,0,,
Volunteer Orientation,2022-03-29 20:00:00,PREP-KC Virtual Volunteer Orientation 3/29,,Completed,0015f00000JU4qhAAD,6,0,,
Career Fair,2022-02-24 14:00:00,Grandview High School Career Fair - In Person,,Confirmed,0015f00000JUL8IAAX,21,0,,
Career Jumping,2022-03-14 14:30:00,Center High School Business & Finance Career Jumping - In Person,,Completed,0015f00000JUL9cAAH,2,0,,
Career Speaker,2022-03-24 13:00:00,Millennium at Santa Fe Career Day - 3rd - 5th Grade - In Person,,Completed,0015f00000JUL87AAH,8,0,,
Classroom Speaker,2022-03-09 14:15:00,Gloria Willis Middle School Career Speakers 3/9 - In Person,,Completed,0015f00000JUL8cAAH,12,0,,
Campus Visit,2022-01-27 17:30:00,HM College Visit: Compass Elementary Virtual Visit to KCAI,,Completed,0015f00000JUL8DAAX,1,0,,
Campus Visit,2022-02-01 16:00:00,HM College Visit: Compass Elementary Virtual Visit to Builder's Assn,,Completed,0015f00000JUL8DAAX,1,0,,
Career Fair,2022-04-08 13:00:00,Center and Ruskin High School's Career Fair - In Person,,Completed,0015f00000JUL9cAAH,26,0,,
Connector Session,2021-05-11 16:30:00,ME Pearson Elementary Career Day: Public Service Careers- 5th Grade,,Completed,,11,0,,
Connector Session,2021-04-28 16:30:00,Engineering,,Completed,,2,0,,
Connector Session,,Grant Elementary Career Day; cartoon animation,,Requested,,1,0,,
Connector Session,,Indigenous Americans,,Draft,,2,0,,
Connector Session,2020-12-10 15:30:00,COMPUTER SCIENCE EDUCATION WEEK: Demo - How to Create Artificial Intelligence!,,Completed,,3,0,,
Connector Session,,Coding Careers,,Draft,,2,0,,
Connector Session,2021-01-27 19:00:00,Natural Disasters,,Completed,,2,0,,
Connector Session,2020-10-14 14:25:00,Goal Setting,,Completed,,16,0,,
Connector Session,2021-05-24 17:30:00,Science of Sound,,Completed,,2,0,,
Connector Session,2020-12-22 19:30:00,Introduction to Police work,,Completed,,2,0,,
Connector Session,2020-03-24 14:00:00,Using Statistics in Epidemiology,,Completed,,6,0,,
Connector Session,2019-05-28 16:50:00,A Day in the Life of an Engineer,,Completed,,2,0,,
Connector Session,2020-10-28 14:20:00,Senior Class Check In & College & Career,,Completed,,18,0,,
Connector Session,2021-05-24 17:00:00,The Evolution of Electric Vehicles: The Future of Tech at GM,,Completed,,2,0,,
Connector Session,2019-05-10 13:45:00,Spanish Introduction to Healthcare Career Exploration,,Completed,,2,0,,
Connector Session,2021-03-06 14:00:00,"Epidemiology, Covid19, and Vaccines",,Completed,,6,0,,
Connector Session,2021-04-19 13:00:00,The Percussion Family,,Completed,,2,0,,
Connector Session,2019-10-15 13:00:00,A Career in Social Media/Marketing,,Completed,,3,0,,
Connector Session,2019-06-24 13:00:00,A Day in the Life of an Art Museum Curator,,Completed,,3,0,,
Connector Session,2021-05-13 16:00:00,New Stanley Elementary Career Day: 2nd Grade Children's Book Author,,Completed,,4,0,,
Connector Session,2020-11-19 14:05:00,Computers in the Workplace,,Completed,,3,0,,
Connector Session,,Copy of Airforce,,Draft,,1,0,,
Connector Session,2017-11-16 17:15:00,LA HEALTHCARE SERIES: Day in the Life of a Clinical Laboratory Scientist,,Completed,,2,0,,
Connector Session,2021-04-22 15:00:00,Why Octopuses are the Superheroes of the Seas!,,Completed,,21,0,,
Connector Session,2021-05-21 17:00:00,Paleontology,,Completed,,3,0,,
Connector Session,2020-09-30 18:30:00,Connector Volunteers: Navigating the Site,,Completed,,2,0,,
Connector Session,2020-12-09 13:30:00,Health Care Research and Clinical Experiences,,Completed,,2,0,,
Connector Session,2020-12-17 18:00:00,Mindfulness,,Completed,,3,0,,
Connector Session,2021-03-09 14:35:00,String and Brass Performers,,Completed,,3,0,,
Connector Session,,Careers in the Healthcare Industry,,Draft,,2,0,,
Connector Session,2022-03-25 18:00:00,Astronauts and Space,,Confirmed,,4,0,,
Connector Session,2021-03-01 14:30:00,Children's Book Author,,Completed,,2,0,,
Connector Session,2021-03-11 15:00:00,Skilled Trade Worker,,Completed,,7,0,,
Connector Session,,Careers for People of Like Movies,,Draft,,1,0,,
Connector Session,2020-12-02 13:00:00,A Career in Healthcare/Surgery,,Completed,,10,0,,
Connector Session,2020-06-04 14:00:00,Effects of over consuming food which puts you your life in jeopardy,,Completed,,5,0,,
Connector Session,2021-03-12 15:00:00,Healthcare Worker,,Completed,,6,0,,
Connector Session,2021-04-16 17:45:00,Careers in Music,,Completed,,2,0,,
Connector Session,2021-01-20 14:00:00,Internet Safety/Prevention,,Completed,,2,0,,
Connector Session,2021-05-06 18:00:00,Noble Prentis Career Day: 4th Grade A Career as a Chef,,Completed,,3,0,,
Connector Session,2021-04-28 14:00:00,Professionalism and Succeeding in the Workplace,,Completed,,2,0,,
Connector Session,2021-05-21 18:00:00,Careers in Culinary Arts,,Completed,,7,0,,
Connector Session,,Activists,,Requested,,1,0,,
Connector Session,2019-12-19 17:15:00,Writing a Great Connector Session Request,,Completed,,1,0,,
Connector Session,2021-02-24 15:00:00,Schlagle Seniors Meeting & College & Career,,Completed,,10,0,,
Connector Session,2021-04-21 14:45:00,Virtual College Campus Visit,,Completed,,3,0,,
Connector Session,2019-10-14 16:35:00,Learning about Careers,,Completed,,6,0,,
Connector Session,2021-04-20 14:00:00,Prepare for Success at NSA - The National Cryptologic School,,Completed,,2,0,,
Connector Session,2021-05-06 18:00:00,Noble Prentis Career Day: 3rd Grade Careers in Culinary Arts,,Completed,,3,0,,
Connector Session,2021-05-19 13:50:00,Careers in Culinary- 5th grade,,Completed,,4,0,,
Connector Session,2021-02-10 14:00:00,Author Study,,Completed,,5,0,,
Connector Session,2021-01-27 15:00:00,KC Scholars Personal Statement Writing Workshop for 11th Grade,,Completed,,8,0,,
Connector Session,2021-01-15 17:00:00,Personal Finance Education for High School Students,,Completed,,2,0,,
Connector Session,2020-04-15 17:30:00,Virtual Guided Reading,,Draft,,1,0,,
Connector Session,2021-05-13 17:00:00,New Stanley Elementary Career Day - Architect - 1st Grade,,Completed,,5,0,,
Connector Session,2021-03-10 18:35:00,Women in Leadership - A Career in the Medical Field/Neurology,,Completed,,4,0,,
Connector Session,2021-05-12 12:15:00,A Career as a Veterinarian,,Completed,,11,0,,
Connector Session,2015-12-08 15:00:00,Careers in Information Technology,,Completed,,2,0,,
Connector Session,2021-03-02 14:30:00,Weather,,Completed,,2,0,,
Connector Session,2019-04-19 19:25:00,The Power of Being Bilingual,,Completed,,2,0,,
Connector Session,2021-05-14 16:00:00,New Stanley Career Day: 2nd Grade Health Science Careers,,Completed,,5,0,,
Connector Session,2021-05-13 15:00:00,New Stanley Elementary Career Day: 4th Grade Musician,,Completed,,6,0,,
Connector Session,2021-05-26 14:30:00,Engineering/Scientific Process,,Completed,,2,0,,
Connector Session,2021-01-12 17:00:00,A Day in the Life of a Fish Biologist,,Completed,,2,0,,
Connector Session,2021-04-20 18:00:00,Holland Nameplate Virtual Tour for McKinley Elementary,,Completed,,5,0,,
Connector Session,2019-09-30 14:30:00,A Career in Social Media/Marketing,,Completed,,3,0,,
Connector Session,2021-05-12 13:15:00,JFK Career Day-What It Takes to be a Chef,,Completed,,5,0,,
Connector Session,2021-05-10 18:00:00,New Stanley Elementary: 3rd Grade Radiologist,,Completed,,2,0,,
Connector Session,2020-12-02 17:00:00,Healthcare: Session 2A,,Completed,,3,0,,
Connector Session,,Whittier Elementary Illustrator,,Draft,,1,0,,
Connector Session,2020-12-04 18:45:00,Poetry,,Completed,,2,0,,
Connector Session,2021-05-11 17:00:00,ME Pearson Elementary Career Day: Public Service Careers - 3rd Grade,,Completed,,9,0,,
Connector Session,2021-05-11 18:00:00,New Stanley Elementary Career Day - Electrician-3rd Grade,,Completed,,2,0,,
Connector Session,2021-04-21 15:00:00,Agriculture and Natural Resource Programs with Klamath Community College,,Completed,,4,0,,
Connector Session,2021-05-11 16:00:00,ME Pearson Elementary Career Day: Healthcare- 2nd Grade,,Completed,,9,0,,
Connector Session,2021-05-11 17:00:00,New Stanley Career Day: 1st Grade Radiologist,,Completed,,4,0,,
Connector Session,2021-06-16 16:15:00,WBL in Primary School,,Completed,,5,0,,
Connector Session,,Preparing for College Application Essays,,Draft,,1,0,,
Connector Session,2020-03-03 15:00:00,World War I,,Completed,,5,0,,
Connector Session,2020-04-29 17:00:00,The Principles of Film & TV Production: How To Find Stories To Tell Visually,,Completed,,2,0,,
Connector Session,2017-02-16 17:00:00,Take a Look: The Built Environment in Which We Live,,Completed,,2,0,,
Connector Session,2021-01-19 17:00:00,Virtual Tour of a Fish Hatchery with a Fish Biologist,,Completed,,7,0,,
Connector Session,2021-01-21 15:15:00,Dinosaurs,,Completed,,3,0,,
Connector Session,2021-05-12 14:15:00,JFK Career Day- Health Science Careers,,Completed,,5,0,,
Connector Session,2021-05-12 17:00:00,Can Data Scientists Predict the Future?,,Completed,,2,0,,
Connector Session,2021-04-22 13:00:00,The Percussion Family,,Completed,,3,0,,
Connector Session,2021-05-11 16:00:00,ME Pearson Elementary Career Day: First Responders - 1st Grade,,Completed,,8,0,,
Connector Session,2020-11-17 18:00:00,Hickman Mills Elementary College Sessions: Johnson County Community College,,Completed,,5,0,,
Connector Session,2021-04-28 12:15:00,Career as an Author,,Completed,,11,0,,
Connector Session,2021-04-09 15:00:00,Robotics in Aviation,,Completed,,2,0,,
Connector Session,2021-05-03 18:30:00,Elementary K-5 Class-Author,,Completed,,2,0,,
Connector Session,2021-03-03 14:00:00,Career as a Chef,,Completed,,2,0,,
Connector Session,2021-05-03 13:30:00,Noble Prentis Career Day: Kindergarten Careers in Construction,,Completed,,3,0,,
Connector Session,2021-02-22 19:00:00,Magnets,,Completed,,4,0,,
Connector Session,2021-04-28 17:00:00,Veterinary or Zoology,,Completed,,5,0,,
Connector Session,2021-01-21 13:35:00,Kansas City Jazz,,Completed,,2,0,,
Connector Session,2020-04-15 19:00:00,"Design with Purpose, Print with Aloha:  Graphic Design & Print Production",,Completed,,2,0,,
Connector Session,2022-02-16 19:45:00,Hickman Mills Elementary College Visit: Pittsburg State University,,Confirmed,,4,0,,
Connector Session,2019-09-25 14:30:00,Preventing The spread of Infection,,Completed,,2,0,,
Connector Session,2020-12-16 13:15:00,A Career in Electrical Engineering,,Completed,,2,0,,
Connector Session,2020-12-02 18:45:00,Use of Native American mascots,,Completed,,4,0,,
Connector Session,2020-02-25 14:00:00,Graphic Design Industry Overview,,Completed,,3,0,,
Connector Session,2019-10-31 13:40:00,A Career in Social Media/Marketing,,Completed,,3,0,,
Connector Session,2021-05-10 16:00:00,Making Homes out of School Buses!,,Completed,,2,0,,
Connector Session,2021-01-21 18:00:00,Moon Exploration,,Completed,,2,0,,
Connector Session,2021-02-10 15:30:00,KCKCC Technical Education Center (TEC),,Completed,,10,0,,
Connector Session,2021-05-14 18:00:00,New Stanley Career Day: 3rd Grade Musician,,Completed,,2,0,,
Connector Session,2021-02-19 18:30:00,What is the importance of Structure and Function when building?,,Completed,,3,0,,
Connector Session,2021-04-08 17:00:00,Making and Cracking Codes is Math,,Completed,,3,0,,
Connector Session,2021-04-27 14:15:00,Endangered Animals and Preservation,,Completed,,3,0,,
Connector Session,,Explore a career as a police officer,,Requested,,1,0,,
Connector Session,2021-02-03 14:30:00,"So, What's Your Story? How to Craft Exciting Adventures and Fantastic Fiction",,Completed,,6,0,,
Connector Session,2021-01-13 15:00:00,Future Opportunities in Restaurants and Hospitality,,Completed,,2,0,,
Connector Session,2020-01-14 14:00:00,Writing - RIP - Killing Off Weak Words,,Completed,,2,0,,
Connector Session,2019-04-16 15:15:00,Five Minute Connector Demo for Teachers,,Completed,,1,0,,
Connector Session,,Mindfulness,,Draft,,11,0,,
Connector Session,2021-02-03 15:30:00,The BrandLab Summer Internship,,Completed,,5,0,,
Connector Session,,Careers for Those who Want to Help Others,,Draft,,2,0,,
Connector Session,2021-05-14 16:00:00,New Stanley Career Day: 2nd Grade Veteranirian,,Completed,,4,0,,
Connector Session,2019-12-03 14:50:00,Graphic Design Overview,,Completed,,2,0,,
Connector Session,2021-04-23 17:00:00,A Near Miss....Lessons Learned from an Extreme Climate Experiment,,Completed,,2,0,,
Connector Session,2020-03-24 16:00:00,Using Statistics in Epidemiology,,Completed,,6,0,,
Connector Session,2021-04-07 15:15:00,Pilot,,Completed,,2,0,,
Connector Session,2021-04-26 15:00:00,Artificial Intelligence & Machine Learning: How Students Can Beat the Machines,,Completed,,2,0,,
Connector Session,2020-04-07 13:00:00,Introduction to a Career in Marketing,,Completed,,2,0,,
Connector Session,2020-12-16 15:00:00,Do What You Are Naviance with GEAR UP,,Completed,,9,0,,
Connector Session,2021-05-12 12:05:00,A Career as an Interpreter,,Completed,,4,0,,
Connector Session,2015-12-07 16:00:00,Life's Better with Computer Science,,Completed,,2,0,,
Connector Session,2020-04-17 16:00:00,Developing Leadership Skills,,Completed,,3,0,,
Connector Session,2021-03-10 18:35:00,Women in Leadership - Engineer,,Completed,,4,0,,
Connector Session,,Careers in Art,,Draft,,2,0,,
Connector Session,2021-04-15 13:00:00,Why Don't We Have 4 Hands?,,Completed,,3,0,,
Connector Session,2021-03-23 13:30:00,Repurposing objects to make something new,,Completed,,2,0,,
Connector Session,2021-02-05 18:45:00,Doctor/Nurse Career,,Completed,,2,0,,
Connector Session,2022-02-02 18:00:00,Celebrate World Wetlands Day,,Confirmed,,3,0,,
Connector Session,2021-02-25 15:30:00,Oral Hygiene Lesson for Kindergarten,,Completed,,2,0,,
Connector Session,2021-02-05 18:00:00,Mindfulness,,Completed,,2,0,,
Connector Session,2021-05-11 14:00:00,New Stanley Elementary Career Day - 5th Grade Building Trades,,Completed,,4,0,,
Connector Session,2020-07-22 13:40:00,GIRLS ROCK STEAM (Grades 3-5): Paper High Rise,,Completed,,2,0,,
Connector Session,2021-05-10 16:00:00,New Stanley Elementary Career Day - 2nd Grade - Building Trades,,Completed,,4,0,,
Connector Session,2021-01-26 17:30:00,Holland Nameplate Virtual Tour for West Park Elementary,,Completed,,6,0,,
Connector Session,2019-12-02 17:00:00,Inspire new EMTs,,Completed,,2,0,,
Connector Session,2019-11-15 13:30:00,Careers in Healthcare Industry (2),,Completed,,2,0,,
Connector Session,2021-04-27 15:30:00,Women in Cybersecurity,,Completed,,2,0,,
Connector Session,,"Viruses, Bacteria, and the Immune System",,Draft,,1,0,,
Connector Session,2021-03-03 17:05:00,Chemical Engineer Needed!,,Completed,,2,0,,
Connector Session,2021-05-11 16:30:00,Holland Nameplate Virtual Tour for Lowell Brune,,Completed,,7,0,,
Connector Session,2021-02-03 15:00:00,KC Scholars - 11th Grade Statement Writing Workshop,,Completed,,5,0,,
Connector Session,2020-05-04 16:00:00,Creating A Call To Action Marketing Campaign,,Completed,,2,0,,
Connector Session,2020-12-09 18:45:00,A Career as a Writer/Poet/Entrepreneur,,Completed,,5,0,,
Connector Session,2021-03-11 15:00:00,Engineer,,Completed,,5,0,,
Connector Session,2021-04-12 13:00:00,Curious World of a Regeneration Biologist,,Completed,,4,0,,
Connector Session,2021-04-28 15:00:00,In Radiology Image is Everything!,,Completed,,2,0,,
Connector Session,2021-06-30 15:00:00,Middle School Teachers - STEM/CTE Industry Connections,,Completed,,3,0,,
Connector Session,2021-02-19 19:00:00,The Future of Travel & Hospitality,,Completed,,2,0,,
Connector Session,2020-12-02 18:15:00,Technology: Session 3F,,Completed,,2,0,,
Connector Session,2020-11-19 18:10:00,Veterinary Medicine,,Completed,,3,0,,
Connector Session,2021-04-20 15:00:00,What's it Like to Work at Crater Lake National Park?,,Completed,,3,0,,
Connector Session,2021-04-26 14:00:00,C.A.T.S.: Making Movies and More with Computer-Aided Technology Skills,,Completed,,4,0,,
Connector Session,,Explore A Career as an Electrician,,Requested,,1,0,,
Connector Session,2021-04-07 14:00:00,Love Music? Consider Working in the Musical Instrument Industry!,,Completed,,3,0,,
Connector Session,2021-01-21 15:00:00,Art Meets Science: Adventures in Crocheting Bacteria,,Completed,,2,0,,
Connector Session,2021-04-30 15:00:00,Architect or Engineer? Learn the Differences!,,Completed,,2,0,,
Connector Session,2020-12-22 15:50:00,Writing Poetry,,Completed,,7,0,,
Connector Session,2021-02-03 17:30:00,Weather Observation & Forecasting: The Day-to-Day Work of a Weather Man,,Completed,,2,0,,
Connector Session,2021-04-08 14:00:00,RoboJango's MakerSpace - Session III,,Completed,,2,0,,
Connector Session,2021-02-05 13:45:00,What is it like to be a film music composer?,,Completed,,2,0,,
Connector Session,,Holland Nameplate Virtual Tour for Lowell Brune Elementary,,Draft,,6,0,,
Connector Session,,Chinese Culture and Heritage,,Requested,,1,0,,
Connector Session,2020-04-21 14:00:00,EARTH WEEK: How I Started a Curbside Recycling Company with My Teenagers,,Completed,,2,0,,
Connector Session,2019-05-14 14:20:00,Architectural Careers Overview,,Completed,,2,0,,
Connector Session,2019-11-07 18:15:00,Energy from food,,Completed,,3,0,,
Connector Session,2020-04-01 17:00:00,How Flying Drones Can Turn into a Career in the Aviation Industry,,Completed,,2,0,,
Connector Session,2022-01-25 17:00:00,Tech Careers at Tesla!,,Confirmed,,3,0,,
